dex	species	form	gender	palette	atlas	runtime_strip	scale_class	height_dm	file_sha256	rgba_sha256	runtime_content_width	runtime_content_height	motion_profile
153	bayleef	00	none	normal	assets/pokemon-walksheets/dex-153__species-bayleef__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-153__species-bayleef__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	12	a83646e17ef2b4bc81cb95e6ae4a743bf8e51c68a855414e5504c07f159623ea	6f1cdc6dd338d68faa726760459fe85210833de1acc6a4988cddb0475a400683	14	16	terrestrial-quadruped-light-v1
154	meganium	00	female	normal	assets/pokemon-walksheets/dex-154__species-meganium__form-00__gender-female__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-154__species-meganium__form-00__gender-female__palette-normal__walk-3x4.png	pokemon_large	18	dc257bf4bda7166fde3f451996feb1f25c99573ac30261e4bbe30842b6737d33	6194df3d413f70c2f9bda508e7341cc081848b3a56aee3b9700322ebfed40ae5	15	16	terrestrial-quadruped-heavy-v1
154	meganium	00	male	normal	assets/pokemon-walksheets/dex-154__species-meganium__form-00__gender-male__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-154__species-meganium__form-00__gender-male__palette-normal__walk-3x4.png	pokemon_large	18	483e4bb2714d167f52e5f95cca74d7851a3f9e7814fbbbe7cce6539b61df8c79	5f0032177ccd5a6c748a0ff94b4c0e4202ca61a5c5642eed578b2f57b3d03e5d	15	16	terrestrial-quadruped-heavy-v1
155	cyndaquil	00	none	normal	assets/pokemon-walksheets/dex-155__species-cyndaquil__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-155__species-cyndaquil__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	5	8c0f54d27c19cbc03321f72635b415bba3712820da8e935b567bc05b63624932	be65e68c04a08437b9d59bfc688c3ef28a00494ccca5a44da77fd595656f2c5c	15	16	terrestrial-quadruped-light-v1
156	quilava	00	none	normal	assets/pokemon-walksheets/dex-156__species-quilava__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-156__species-quilava__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	9	b8284a1278feef0bdffc8ffe261b1d529373c0dea87eba6dc9c04a05ad6c35ce	016edf50a023f39e2844391202ce21914bd25e451785fc23c3392b7908d31141	15	16	terrestrial-quadruped-light-v1
157	typhlosion	00	none	normal	assets/pokemon-walksheets/dex-157__species-typhlosion__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-157__species-typhlosion__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_large	17	1b8c246cc28813e0623b4d10069b8ebdd32256f42a4dd6d210a3334a9e8db1a5	b242652d3e415ddacda695a0a57237fd964e29877c4ebc1df6869e5a2f4cedb7	13	16	terrestrial-biped-heavy-v1
158	totodile	00	none	normal	assets/pokemon-walksheets/dex-158__species-totodile__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-158__species-totodile__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	6	3909a6e0bf28b0e46a8f64aecc9ffbf463a71f66dc9ca91dbf1811e669114c15	35e9a41b4295a84a17563247a67726b28b32331a718b961d2045d9f73ff0ce76	15	16	terrestrial-biped-light-v1
159	croconaw	00	none	normal	assets/pokemon-walksheets/dex-159__species-croconaw__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-159__species-croconaw__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	11	d172a2abf9e8f03ad51301d8ec2459d611f5cf8fe622ad89602becd12d3f7ef0	49414543664ca466ca138d6bf681680908914af9a198625658cbba51ab3e4bd0	14	16	terrestrial-biped-light-v1
160	feraligatr	00	none	normal	assets/pokemon-walksheets/dex-160__species-feraligatr__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-160__species-feraligatr__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_large	23	421c270545d564255c3a528b44626f24f9a998905eab0293602aca6c946b2909	f1345385cec28f7d7dd0078fed2a11cb597f4c2bab976938bd0046bc6714e3a9	15	16	terrestrial-biped-heavy-v1
161	sentret	00	none	normal	assets/pokemon-walksheets/dex-161__species-sentret__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-161__species-sentret__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	8	783e5298fd018032453820ba764bf8b120dfdbe36528b40a9a370cb5a1119a58	fc851e49578b2d9968e7b7f605237f6db8978757247833b2db9f3281c454d836	15	16	terrestrial-biped-light-v1
162	furret	00	none	normal	assets/pokemon-walksheets/dex-162__species-furret__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-162__species-furret__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_large	18	52a7fce63cbd8497e85d0b7fd7bef662bd22c8faa6b4e168be86b1d6e4ac52c0	dadd9a7c13e2cb3a7224cad649449ee17f05e4f48a916295a3123ed5f7d5f40e	15	16	terrestrial-quadruped-light-v1
163	hoothoot	00	none	normal	assets/pokemon-walksheets/dex-163__species-hoothoot__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-163__species-hoothoot__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	7	cfdfa19dc8a70be1d60dab50a1611e346a7ae25518c19dd971ec84211a7363c0	367dff4de0bc3fbef20165c03ced2de7ac3988f4070b050ebdfd0ed4f0c2e129	15	15	airborne-wing-flap-v1
164	noctowl	00	none	normal	assets/pokemon-walksheets/dex-164__species-noctowl__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-164__species-noctowl__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_large	16	eef86d60b70f49cff8466b053ba0f137fca42ce3b34ef01c487bae65947c8a12	4e6e03177e31b5c1d2165109cd5fe628bd0aff085debd5949bc7e8e72f83410e	14	16	airborne-wing-flap-v1
165	ledyba	00	female	normal	assets/pokemon-walksheets/dex-165__species-ledyba__form-00__gender-female__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-165__species-ledyba__form-00__gender-female__palette-normal__walk-3x4.png	pokemon_medium	10	1f541f5f54db8861a871b6d18159809ac0fefe85ded8500097ece70942847caa	c6bca0b173a8d80ad594c48bccdd143ba212e95a646d847e0317412e4a2ed71c	15	12	airborne-wing-flap-v1
165	ledyba	00	female	shiny	assets/pokemon-walksheets/dex-165__species-ledyba__form-00__gender-female__palette-shiny__walk-3x4.png	assets/pokemon-runtime/dex-165__species-ledyba__form-00__gender-female__palette-shiny__walk-3x4.png	pokemon_medium	10	485602fbdbcef4257e791b53e55ceb1f8a0f77df9bb0932a6bd23f2a1a0e1233	019cfd1954eb654a3fb06afd1afedc593648c74274306cf454877ddffbee3739	15	12	airborne-wing-flap-v1
165	ledyba	00	male	normal	assets/pokemon-walksheets/dex-165__species-ledyba__form-00__gender-male__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-165__species-ledyba__form-00__gender-male__palette-normal__walk-3x4.png	pokemon_medium	10	0e06f957df70c073bfc47757c2c7444ac934e4e78e1f6dd0c934a6bd4c68df7d	41b3c6f951b2722ec96ecf6cbeea0964de47ff82b1e60a601255739422cc92d7	15	13	airborne-wing-flap-v1
165	ledyba	00	male	shiny	assets/pokemon-walksheets/dex-165__species-ledyba__form-00__gender-male__palette-shiny__walk-3x4.png	assets/pokemon-runtime/dex-165__species-ledyba__form-00__gender-male__palette-shiny__walk-3x4.png	pokemon_medium	10	7ff4e091fdac65acbd95575cabe0466efb6e8947e1d6e7f2843913cbdc2a9de9	2eb920118159b09e806ba3db2b58ef98b5a2d947a655445a7e890386b1c827fd	15	13	airborne-wing-flap-v1
166	ledian	00	female	normal	assets/pokemon-walksheets/dex-166__species-ledian__form-00__gender-female__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-166__species-ledian__form-00__gender-female__palette-normal__walk-3x4.png	pokemon_medium	14	4a52bf70cd32f8f61c868ada0cb942bd5ffb1763d7307adcf7dc9bf65b472dbd	d8ad0476fb7a06e019c72ebf5ca4f530be302f6ffdf0edf97093093ac49f71a6	9	16	airborne-wing-flap-v1
166	ledian	00	female	shiny	assets/pokemon-walksheets/dex-166__species-ledian__form-00__gender-female__palette-shiny__walk-3x4.png	assets/pokemon-runtime/dex-166__species-ledian__form-00__gender-female__palette-shiny__walk-3x4.png	pokemon_medium	14	8621059411f1679fe77fbb091c5297199f755fbe5e137328392be6b35d87a1b1	14b974e54c94b2b729ac562d629a98f1733e33897fdc8024aefd385d815c82e3	9	16	airborne-wing-flap-v1
166	ledian	00	male	normal	assets/pokemon-walksheets/dex-166__species-ledian__form-00__gender-male__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-166__species-ledian__form-00__gender-male__palette-normal__walk-3x4.png	pokemon_medium	14	3f9601092be8c0307b1297d55bfb41f905195c19e8d2d47d11f7bbac292e8591	2087dd77d85facb80c3475e67edd2b2d4d89df7757bf5a3ab77d0339189961bf	9	16	airborne-wing-flap-v1
166	ledian	00	male	shiny	assets/pokemon-walksheets/dex-166__species-ledian__form-00__gender-male__palette-shiny__walk-3x4.png	assets/pokemon-runtime/dex-166__species-ledian__form-00__gender-male__palette-shiny__walk-3x4.png	pokemon_medium	14	560280a2f9a8b2a72811d5a95aaa8a2969fa9db99ab7d0a1715751825f387511	c3cd96450b1410f5aca504014c98fee01fe9f632a4900738b829917163d9fccb	9	16	airborne-wing-flap-v1
167	spinarak	00	none	normal	assets/pokemon-walksheets/dex-167__species-spinarak__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-167__species-spinarak__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	5	5f823f901d4b4f4f7a641437bd3ff991741e1ec0238703cc8001a97707c575b8	462f7d849eaa6975aac63396556eaabfabe76c9f54a7c5abda7d6a5d4dbb8f73	15	8	terrestrial-multiped-crawl-v1
168	ariados	00	none	normal	assets/pokemon-walksheets/dex-168__species-ariados__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-168__species-ariados__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	11	adba4b90d30a1be1e951fc07edaa324cdde63b772225cfb58130fb3f51649dbb	5178e430c9eed4da14bb14ca3cd10089da02fcf45d0cdaa5d4245aa75b5428bc	15	13	terrestrial-multiped-crawl-v1
169	crobat	00	none	normal	assets/pokemon-walksheets/dex-169__species-crobat__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-169__species-crobat__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_large	18	4be332094c46a9df71cd658ec1ec3b188645e57c205d3180876a0f1fadc3476c	22ea3365ab614c962134ff00112e9b1014c8318847371d2bb683433a0e434376	11	16	airborne-wing-flap-v1
170	chinchou	00	none	normal	assets/pokemon-walksheets/dex-170__species-chinchou__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-170__species-chinchou__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	5	fc3a2e16b286f4e57c8f7a32c2ce6e332a366238bff5823779da58b56d5232f6	b41d7bac0ca663412a5d3e4642f2e8a5bd5936db04dc322d98cc906020859568	15	13	aquatic-fin-swim-v1
171	lanturn	00	none	normal	assets/pokemon-walksheets/dex-171__species-lanturn__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-171__species-lanturn__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	12	c65c0435e8b7b1070445284e07957e4fbbbb1c34d7c08854370488d01ab09e23	654a1148e368524a86e828daf8ce6fd3dd98635b8e7f05075f380ee783fd0383	15	16	aquatic-fin-swim-v1
172	pichu	00	none	normal	assets/pokemon-walksheets/dex-172__species-pichu__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-172__species-pichu__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	3	af5bc5f39f2a87cc576ba4b5042acde111ac89fa4262109f468a6c675fcd1333	3c515658f77ef566c428941cf688b3132aec57c8628f31aec0bbabe19e9156ae	15	16	terrestrial-biped-light-v1
172	pichu	00	none	shiny	assets/pokemon-walksheets/dex-172__species-pichu__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime/dex-172__species-pichu__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_small	3	441686bf8a7dd729a8f4e7bc470dfcf7fe62ddb88e18744a92186ea3638b11c7	d9e98584037d7289261bbe9cee4e96a02b313af53eb08015765aec701a092fcd	15	16	terrestrial-biped-light-v1
173	cleffa	00	none	normal	assets/pokemon-walksheets/dex-173__species-cleffa__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-173__species-cleffa__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	3	6bb5ba4cdb90fb0b258122722a26daa3b73c525c3c619a9977947ad54d4dacec	076cb10e00d480dcadecbb81e306cf48579068e936c52dd01d6c767b920a7103	15	14	terrestrial-biped-light-v1
174	igglybuff	00	none	normal	assets/pokemon-walksheets/dex-174__species-igglybuff__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-174__species-igglybuff__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	3	84fa6a6328ef1caacd42cc1c94582ed9593535e2c3b35cecf10ac83ede4d5583	e01cfd9126981a0602b07a756359a6d6afef920b5d7d779413cf9feddf0d0ac8	13	16	terrestrial-biped-light-v1
175	togepi	00	none	normal	assets/pokemon-walksheets/dex-175__species-togepi__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-175__species-togepi__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	3	56cb387076e9e1e68973b8564f6016b43531c278f535954107c5216ce593a4aa	f8d9fc2122e995840647b36e5afd08b48eb0bc4e0e1462490a2fff3f6f4793da	15	16	terrestrial-biped-light-v1
176	togetic	00	none	normal	assets/pokemon-walksheets/dex-176__species-togetic__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-176__species-togetic__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	6	1237b7e5f45f4030086f2da5fd90f3e3461b33813e315de028e12de713e04806	2d900212fb4d5f77298f4a47b4f46b3da3c16bead8e67d72e6238e0ee015866a	11	16	airborne-wing-flap-v1
177	natu	00	none	normal	assets/pokemon-walksheets/dex-177__species-natu__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-177__species-natu__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	2	abca7137841554a160ad224190187f9c9f567e39f2c17d71edb6086d5b0dcb82	7e35ceabf6afffd1b1e89646344e9b2bd80be08e587ee05a54bf7427b1b874b9	15	16	ground-hop-bounce-v1
178	xatu	00	female	normal	assets/pokemon-walksheets/dex-178__species-xatu__form-00__gender-female__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-178__species-xatu__form-00__gender-female__palette-normal__walk-3x4.png	pokemon_large	15	ec6c87765486a438cb78fb981de50a9b48b6207a57e0d2dcaa9fa8c7f22bc418	b2d5593fc21e34566a16528825601ba4f07d173aff058973ec56905787567fdd	15	11	airborne-wing-flap-v1
178	xatu	00	male	normal	assets/pokemon-walksheets/dex-178__species-xatu__form-00__gender-male__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-178__species-xatu__form-00__gender-male__palette-normal__walk-3x4.png	pokemon_large	15	6d4da43c86e61914bfbe0f7f232308cd1abf94bd5f9a3df3bb12d70bbb3fec19	44f324df123454a8b8cd5c157ed43581fe07354ff2f9417d74c14db8a80b62eb	15	11	airborne-wing-flap-v1
179	mareep	00	none	normal	assets/pokemon-walksheets/dex-179__species-mareep__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-179__species-mareep__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	6	c70a7d39d2ed7ae1fca00f89868086f058fedc517f44a74034478fb200418243	208b93ecaee1c988b1dbce9e7ac3acae594bf5e2efa4f8a8cc744b13ae3832b5	15	16	terrestrial-quadruped-light-v1
180	flaaffy	00	none	normal	assets/pokemon-walksheets/dex-180__species-flaaffy__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-180__species-flaaffy__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	8	d261016546024eec899319a628163ea21ec801ebc92ca0ac014a53dd6e5ced0d	84b24ecb980b943ee4f835b3ca554b355272331f7a456c49247090ce867d3986	15	16	terrestrial-biped-light-v1
181	ampharos	00	none	normal	assets/pokemon-walksheets/dex-181__species-ampharos__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-181__species-ampharos__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	14	228af23fe3a862374e68c08bed4cd3652a353ec41327be764054bcff624d7b19	4114baefa21a437800dbaea53723c8ced548929c14a51afc2f0ae1954598e72d	12	16	terrestrial-biped-light-v1
182	bellossom	00	none	normal	assets/pokemon-walksheets/dex-182__species-bellossom__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-182__species-bellossom__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	4	e51ad83850a66cf4e64c387380564ca71ce9d2b74a881b2751db574270fbdf32	8c9525b4929f4f0bb3e4b19c2f63ffd73337924a47adaf2283e508361af147c6	14	16	terrestrial-biped-light-v1
183	marill	00	none	normal	assets/pokemon-walksheets/dex-183__species-marill__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-183__species-marill__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	4	e951a39ad01171445bd15b98412982462b8f4ad203506bd918e4218a47c5ae9f	5270cc8588e8eb52565ae41e2af3cb7d71f2b26c3ebb0b3bdcfadade529a3532	15	16	terrestrial-biped-light-v1
184	azumarill	00	none	normal	assets/pokemon-walksheets/dex-184__species-azumarill__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-184__species-azumarill__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	8	b9883c867b518b79d4dc7500b252984e3507d539984977d544495ad90cce45eb	6c9784c0b043cc12f841d92b0bd0a4587acfab3c9a9f25c1ae9995dd19271810	15	15	terrestrial-biped-light-v1
185	sudowoodo	00	female	normal	assets/pokemon-walksheets/dex-185__species-sudowoodo__form-00__gender-female__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-185__species-sudowoodo__form-00__gender-female__palette-normal__walk-3x4.png	pokemon_medium	12	e9e01dd8606b6230ce80ea695cbeb52d80d5e8b7aa7b657875e26dab9be3212a	ea889e46de549f0a01099de180f9b02482868d6e30d6852e562643ea10359438	14	16	terrestrial-biped-light-v1
185	sudowoodo	00	male	normal	assets/pokemon-walksheets/dex-185__species-sudowoodo__form-00__gender-male__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-185__species-sudowoodo__form-00__gender-male__palette-normal__walk-3x4.png	pokemon_medium	12	f378f12864efa22327f7e230b655ce31779f5a1d486ff42a26fa8e65719260fd	464d6a1edebdf0965a309f5e396dac5777c30bc0df1fd4bfd64ca43ce4ab70a8	13	16	terrestrial-biped-light-v1
186	politoed	00	female	normal	assets/pokemon-walksheets/dex-186__species-politoed__form-00__gender-female__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-186__species-politoed__form-00__gender-female__palette-normal__walk-3x4.png	pokemon_medium	11	f88dd9be1a2e2621f8e25f54431341cf72c95d118134e768542643e2a55aadab	3d7db8563fde28f42ec5bef0655514a19cf342321422aa93ecfee07294d753a9	15	16	terrestrial-biped-light-v1
186	politoed	00	male	normal	assets/pokemon-walksheets/dex-186__species-politoed__form-00__gender-male__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-186__species-politoed__form-00__gender-male__palette-normal__walk-3x4.png	pokemon_medium	11	d74d2ca03f1e11cc09007609856fa0fbb195d395db8e6cb64323ad673e97e863	8f0a9c00c18dc84d90c7e39926e311f3d3cda8c73414bbdb056bf343db99761f	15	16	terrestrial-biped-light-v1
187	hoppip	00	none	normal	assets/pokemon-walksheets/dex-187__species-hoppip__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-187__species-hoppip__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	4	62548b1a489d075814e2e632e9dad8a6fc024da398a0d34937b034f940e73aee	cac093d6746086c9142cc821b03127120a067e13e9c273e975f61b564e8f0cc4	15	16	airborne-hover-bob-v1
188	skiploom	00	none	normal	assets/pokemon-walksheets/dex-188__species-skiploom__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-188__species-skiploom__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	6	5a13be7d0e99ab1b507df4a5b0445bf98061d60d5d558ec49426ee1695ee5d45	c67a9994c3911013cf320d5ba835eea2996ecd3293b344bdf7d864616cc90ce6	15	15	airborne-hover-bob-v1
189	jumpluff	00	none	normal	assets/pokemon-walksheets/dex-189__species-jumpluff__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-189__species-jumpluff__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	8	1fa35d460b95b041a5e9028b2b36914d95003dea944086400392a2d0b43b7e5e	cb79ba4785ef89c603a997bba96e0d5a4432011f3b683cf0227efa1755381811	15	15	airborne-hover-bob-v1
190	aipom	00	female	normal	assets/pokemon-walksheets/dex-190__species-aipom__form-00__gender-female__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-190__species-aipom__form-00__gender-female__palette-normal__walk-3x4.png	pokemon_medium	8	939b0ae57d68cbf79a369d291ac782ab529e5144326b28d02211fc11f078fd5b	aa530ffeaf7eb893c279b703668daf27336173b6c3e082e2355fd4ab67d6fa9f	15	16	terrestrial-biped-light-v1
190	aipom	00	male	normal	assets/pokemon-walksheets/dex-190__species-aipom__form-00__gender-male__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-190__species-aipom__form-00__gender-male__palette-normal__walk-3x4.png	pokemon_medium	8	75c4dbd0e515b8a956e856cb5e4977078c98eb9209472a15e4d452d90cc647bd	9378cffc349ad22401ba69df0a1365c40f447c0a56a74fd66099f1c8e27e5440	15	16	terrestrial-biped-light-v1
191	sunkern	00	none	normal	assets/pokemon-walksheets/dex-191__species-sunkern__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-191__species-sunkern__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	3	2c15298977705af5425b83e4cd5a206221a719869ef22736539252ecf9b4b58b	67792b35b6d16f29a1662139f3a7e56b4782343ec4fc3de1477084fa7d4f4316	14	16	ground-hop-bounce-v1
192	sunflora	00	none	normal	assets/pokemon-walksheets/dex-192__species-sunflora__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-192__species-sunflora__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	8	d95e307a5b26cf38e6108a3be29a51311b297e9f8c65c00454ac486b3673e426	24305c83ef436b469631401fb7e0c5f5ac76f8c2a6907096ed331a25f8b9ca9e	15	16	terrestrial-biped-light-v1
193	yanma	00	none	normal	assets/pokemon-walksheets/dex-193__species-yanma__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-193__species-yanma__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	12	9ecea71b281b5211a15d3427eea2f1d606def753025946524114b401fcfa568d	6326c222596f61cb435e6fdf1ebd228c92768ef4c47de94825aedc3f09075d8f	15	14	airborne-wing-flap-v1
194	wooper	00	female	normal	assets/pokemon-walksheets/dex-194__species-wooper__form-00__gender-female__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-194__species-wooper__form-00__gender-female__palette-normal__walk-3x4.png	pokemon_small	4	90ae778d168ef4610cf674160fc3ba6378d99088f1d003793b777acfcebe57e6	9389244532299f0ffd205405de51f3a3fec983ae317dfd49f9ece88ec16937fe	15	16	terrestrial-quadruped-light-v1
194	wooper	00	male	normal	assets/pokemon-walksheets/dex-194__species-wooper__form-00__gender-male__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-194__species-wooper__form-00__gender-male__palette-normal__walk-3x4.png	pokemon_small	4	d571a6e2d67f8d53c5858ccb373916da59f36b5b90b74e91d70f35b78300cf77	08dcaa90377e805093ed1c28afc96f67df2639e18e281ded30e8300c23ea7dda	15	15	terrestrial-quadruped-light-v1
195	quagsire	00	female	normal	assets/pokemon-walksheets/dex-195__species-quagsire__form-00__gender-female__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-195__species-quagsire__form-00__gender-female__palette-normal__walk-3x4.png	pokemon_medium	14	837a291fa35da8d7c37308839e826f01805d64923ef1cef5060f3686b8c8e62c	e64cf7c9a7b177ae63d0399ecc2816f943bd16434c7e8a8ab3f96904be9d5eae	15	16	terrestrial-biped-heavy-v1
195	quagsire	00	male	normal	assets/pokemon-walksheets/dex-195__species-quagsire__form-00__gender-male__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-195__species-quagsire__form-00__gender-male__palette-normal__walk-3x4.png	pokemon_medium	14	3b33c402c42758a77281822c4ddd7b61d0ea95d3248e1e987060735b3287419b	d68312df262c4fe0afe97bb1b4baa5b1414d7fdc7852a7b581939f25fa5fba1d	15	16	terrestrial-biped-heavy-v1
196	espeon	00	none	normal	assets/pokemon-walksheets/dex-196__species-espeon__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-196__species-espeon__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	9	9d5573cbaa395a469af743c2bdf043f91c96a216e2effdfbe696564ca798a5e0	9e3a4f5dc7990adebcd90e7de5565965a89314bf407400a0edcb8a118cb565df	14	16	terrestrial-quadruped-light-v1
196	espeon	00	none	shiny	assets/pokemon-walksheets/dex-196__species-espeon__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime/dex-196__species-espeon__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium	9	6cc87ce4e5990a28f3be365be458cdad0ecae258b484acc76b8f66512f2416f4	eef75c250187a515299510ea61086ddfff3a05108b9bd080a6ea8226a5397ac3	14	16	terrestrial-quadruped-light-v1
197	umbreon	00	none	normal	assets/pokemon-walksheets/dex-197__species-umbreon__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-197__species-umbreon__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	10	aa78fc1f6e649d4db62e192ee94c642790d45f85223859949b995802ede79649	1eb697a5418aad03f9373dc79042dac51df849d21bca955276fd9ee3418d4f22	15	16	terrestrial-quadruped-light-v1
198	murkrow	00	female	normal	assets/pokemon-walksheets/dex-198__species-murkrow__form-00__gender-female__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-198__species-murkrow__form-00__gender-female__palette-normal__walk-3x4.png	pokemon_small	5	68f34f07dfbb8acc3483436427ea5dfba787dd68e084b96471e621aeb1ecd7e9	4619f5ca0ce9145689c4e8d9c2b44b161763588ad542f8e81ef93511fc735728	15	11	airborne-wing-flap-v1
198	murkrow	00	female	shiny	assets/pokemon-walksheets/dex-198__species-murkrow__form-00__gender-female__palette-shiny__walk-3x4.png	assets/pokemon-runtime/dex-198__species-murkrow__form-00__gender-female__palette-shiny__walk-3x4.png	pokemon_small	5	1a6f5cbbc5d2561620ddaf6b6ebebcbc78ed3d659219dc04f2bc7d6d22f56a6d	7d90da745c17013590f0eaca4adbe8a84e59247d11ddcf92471a0b0cfca27268	15	11	airborne-wing-flap-v1
